id,product-name,console-name,price-in-pennies,include-string,condition-string,sku,notes,cost-basis-in-pennies,quantity,date-entered,date-purchased,grading-company,grading-cert-id,folder
,Darkness Energy,Pokemon 2022 Energies,14,Ungraded,Normal wear,,From TCGcollector: 2022 Energies; ; Non-holo; ,0,1,2026-08-23,,,,
,Tepig [Reverse Holo] #29,Pokemon Ascended Heroes,21,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 029/217; Energy Reverse Holo; Common,0,1,2026-08-23,,,,
,Thick Scale #211,Pokemon Ascended Heroes,13,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 211/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Togepi [Love Ball] #80,Pokemon Ascended Heroes,49,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 080/217; Love Ball Reverse Holo; Common,0,1,2026-08-23,,,,
,Togetic #81,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 081/217; Normal; Common,0,1,2026-08-23,,,,
,Totodile #41,Pokemon Ascended Heroes,18,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 041/217; Normal; Common,0,1,2026-08-23,,,,
,Tynamo #59,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 059/217; Normal; Common,0,1,2026-08-23,,,,
,Ultra Ball #213,Pokemon Ascended Heroes,20,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 213/217; Normal; Common,0,1,2026-08-23,,,,
,Urbain #214,Pokemon Ascended Heroes,14,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 214/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Vikavolt #66,Pokemon Ascended Heroes,7,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 066/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Voltorb ex [Holo] #58,Pokemon Ascended Heroes,83,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 058/217; Normal Holo; Double Rare,0,1,2026-08-23,,,,
,Waitress #215,Pokemon Ascended Heroes,21,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 215/217; Normal; Common,0,1,2026-08-23,,,,
,Weavile #45,Pokemon Ascended Heroes,6,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 045/217; Normal; Uncommon,0,1,2026-08-23,,,,
,Wurmple #11,Pokemon Ascended Heroes,11,Ungraded,Normal wear,,From TCGcollector: Ascended Heroes; 011/217; Normal; Common,0,1,2026-08-23,,,,
,Abomasnow [Holo] #TG01,Pokemon Astral Radiance,275,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG01/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Absol [Reverse Holo] #97,Pokemon Astral Radiance,46,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 097/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Adaman [Holo] #181,Pokemon Astral Radiance,375,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 181/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Azelf #67,Pokemon Astral Radiance,13,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 067/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Barboach [Reverse Holo] #35,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 035/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Bastiodon [Holo] #110,Pokemon Astral Radiance,38,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 110/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Beedrill V [Holo] #160,Pokemon Astral Radiance,401,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 160/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Beedrill V [Holo] #161,Pokemon Astral Radiance,7997,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 161/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Bergmite #47,Pokemon Astral Radiance,8,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 047/189; Normal; Common,0,1,2026-08-23,,,,
,Bisharp #116,Pokemon Astral Radiance,10,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 116/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Bronzor #111,Pokemon Astral Radiance,4,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 111/189; Normal; Common,0,1,2026-08-23,,,,
,Chatot #129,Pokemon Astral Radiance,4,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 129/189; Normal; Common,0,1,2026-08-23,,,,
,Cranidos [Reverse Holo] #76,Pokemon Astral Radiance,28,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 076/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Cyndaquil #23,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 023/189; Normal; Common,0,1,2026-08-23,,,,
,Cyndaquil [Reverse Holo] #23,Pokemon Astral Radiance,33,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 023/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Dark Patch #139,Pokemon Astral Radiance,29,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 139/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Darkrai V [Holo] #98,Pokemon Astral Radiance,198,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 098/189; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Dartrix [Reverse Holo] #20,Pokemon Astral Radiance,21,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 020/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Dewott #42,Pokemon Astral Radiance,19,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 042/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Diancie [Reverse Holo] #68,Pokemon Astral Radiance,41,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 068/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Drifblim #64,Pokemon Astral Radiance,13,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 064/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Drifloon #63,Pokemon Astral Radiance,19,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 063/189; Normal; Common,0,1,2026-08-23,,,,
,Eevee #119,Pokemon Astral Radiance,30,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 119/189; Normal; Common,0,1,2026-08-23,,,,
,Falinks [Holo] #TG07,Pokemon Astral Radiance,419,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG07/TG30; Normal Holo; Rare Holo,0,3,2026-08-23,,,,
,Flapple [Holo] #TG02,Pokemon Astral Radiance,336,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG02/TG30; Normal Holo; Rare Holo,0,2,2026-08-23,,,,
,Galarian Mr. Rime V [Holo] #49,Pokemon Astral Radiance,93,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 049/189; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Gallade [Holo] #62,Pokemon Astral Radiance,41,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 062/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Gallade [Reverse Holo] #62,Pokemon Astral Radiance,45,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 062/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Gapejaw Bog [Reverse Holo] #142,Pokemon Astral Radiance,27,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 142/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Garchomp V [Holo] #117,Pokemon Astral Radiance,130,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 117/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Gardenia's Vigor #143,Pokemon Astral Radiance,16,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 143/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Gardenia's Vigor [Reverse Holo] #143,Pokemon Astral Radiance,31,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 143/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Glaceon [Reverse Holo] #38,Pokemon Astral Radiance,97,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 038/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Glameow #127,Pokemon Astral Radiance,11,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 127/189; Normal; Common,0,1,2026-08-23,,,,
,Golduck #29,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 029/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Golduck [Reverse Holo] #29,Pokemon Astral Radiance,26,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 029/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Grant [Reverse Holo] #144,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 144/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Gutsy Pickaxe #145,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 145/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Heatran V [Holo] #25,Pokemon Astral Radiance,91,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 025/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Heatran VMAX [Holo] #191,Pokemon Astral Radiance,672,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 191/189; Normal Holo; Rare Rainbow,0,1,2026-08-23,,,,
,Heatran VMAX [Holo] #26,Pokemon Astral Radiance,172,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 026/189; Normal Holo; Holo Rare VMAX,0,1,2026-08-23,,,,
,Hippopotas #79,Pokemon Astral Radiance,10,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 079/189; Normal; Common,0,1,2026-08-23,,,,
,Hippowdon #80,Pokemon Astral Radiance,10,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 080/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Hippowdon [Reverse Holo] #80,Pokemon Astral Radiance,28,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 080/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Hisuian Basculin #43,Pokemon Astral Radiance,5,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 043/189; Normal; Common,0,1,2026-08-23,,,,
,Hisuian Basculin [Reverse Holo] #43,Pokemon Astral Radiance,22,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 043/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Hisuian Braviary [Reverse Holo] #132,Pokemon Astral Radiance,27,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 132/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Hisuian Decidueye V [Holo] #83,Pokemon Astral Radiance,80,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 083/189; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Hisuian Growlithe #70,Pokemon Astral Radiance,18,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 070/189; Normal; Common,0,1,2026-08-23,,,,
,Hisuian Heavy Ball #146,Pokemon Astral Radiance,26,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 146/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Hisuian Lilligant [Holo] #16,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 016/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Hisuian Lilligant V [Holo] #17,Pokemon Astral Radiance,77,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 017/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Hisuian Qwilfish #88,Pokemon Astral Radiance,4,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 088/189; Normal; Common,0,1,2026-08-23,,,,
,Hisuian Qwilfish #89,Pokemon Astral Radiance,7,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 089/189; Normal; Common,0,1,2026-08-23,,,,
,Hisuian Samurott VSTAR [Holo] #102,Pokemon Astral Radiance,156,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 102/189; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Hisuian Samurott VSTAR [Holo] #209,Pokemon Astral Radiance,905,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 209/189; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Hisuian Sneasler [Reverse Holo] #93,Pokemon Astral Radiance,37,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 093/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Hisuian Sneasler V [Holo] #94,Pokemon Astral Radiance,92,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 094/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Hisuian Typhlosion [Reverse Holo] #52,Pokemon Astral Radiance,60,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 052/189; Reverse Holo; Rare Holo,0,1,2026-08-23,,,,
,Hisuian Typhlosion V [Holo] #169,Pokemon Astral Radiance,603,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 169/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Hisuian Typhlosion V [Holo] #53,Pokemon Astral Radiance,184,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 053/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Hoothoot #120,Pokemon Astral Radiance,4,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 120/189; Normal; Common,0,1,2026-08-23,,,,
,Hoothoot [Holo] #TG12,Pokemon Astral Radiance,834,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG12/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Jubilife Village #148,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 148/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Jubilife Village [Reverse Holo] #148,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 148/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kamado #149,Pokemon Astral Radiance,7,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 149/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Kamado [Reverse Holo] #149,Pokemon Astral Radiance,18,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 149/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Kingdra [Holo] #TG03,Pokemon Astral Radiance,1257,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG03/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kleavor [Reverse Holo] #85,Pokemon Astral Radiance,32,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 085/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Kleavor [Holo] #86,Pokemon Astral Radiance,33,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 086/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Kleavor [Holo] #TG08,Pokemon Astral Radiance,333,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG08/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Leafeon #13,Pokemon Astral Radiance,41,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 013/189; Normal; Rare,0,1,2026-08-23,,,,
,Lucario V [Holo] #78,Pokemon Astral Radiance,170,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 078/189; Normal Holo; Holo Rare V,0,2,2026-08-23,,,,
,Machamp V [Holo] #72,Pokemon Astral Radiance,196,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 072/189; Normal Holo; Holo Rare V,0,1,2026-08-23,,,,
,Mantine [Reverse Holo] #34,Pokemon Astral Radiance,28,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 034/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Melony [Holo] #TG26,Pokemon Astral Radiance,496,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG26/TG30; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Mesprit [Holo] #66,Pokemon Astral Radiance,37,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 066/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Mightyena [Holo] #TG09,Pokemon Astral Radiance,509,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG09/TG30; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Milo [Holo] #TG27,Pokemon Astral Radiance,282,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG27/TG30; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Miltank [Holo] #126,Pokemon Astral Radiance,28,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 126/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Nickit #103,Pokemon Astral Radiance,3,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 103/189; Normal; Common,0,1,2026-08-23,,,,
,Noctowl #121,Pokemon Astral Radiance,13,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 121/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Noctowl [Reverse Holo] #121,Pokemon Astral Radiance,25,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 121/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Origin Forme Dialga V [Holo] #177,Pokemon Astral Radiance,6546,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 177/189; Normal Holo; Rare Ultra,0,1,2026-08-23,,,,
,Origin Forme Dialga VSTAR [Holo] #114,Pokemon Astral Radiance,195,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 114/189; Normal Holo; Holo Rare VSTAR,0,1,2026-08-23,,,,
,Oshawott #41,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 041/189; Normal; Common,0,1,2026-08-23,,,,
,Oshawott [Reverse Holo] #41,Pokemon Astral Radiance,39,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 041/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Pawniard #115,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 115/189; Normal; Common,0,1,2026-08-23,,,,
,Petilil [Reverse Holo] #15,Pokemon Astral Radiance,19,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 015/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Ponyta #21,Pokemon Astral Radiance,15,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 021/189; Normal; Common,0,1,2026-08-23,,,,
,Poochyena #95,Pokemon Astral Radiance,16,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 095/189; Normal; Common,0,1,2026-08-23,,,,
,Psyduck #28,Pokemon Astral Radiance,25,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 028/189; Normal; Common,0,1,2026-08-23,,,,
,Purugly #128,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 128/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Quilava #24,Pokemon Astral Radiance,16,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 024/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Radiant Greninja [Holo] #46,Pokemon Astral Radiance,360,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 046/189; Normal Holo; Radiant Rare,0,1,2026-08-23,,,,
,Radiant Hawlucha [Holo] #81,Pokemon Astral Radiance,83,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 081/189; Normal Holo; Radiant Rare,0,2,2026-08-23,,,,
,Radiant Heatran [Holo] #27,Pokemon Astral Radiance,58,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 027/189; Normal Holo; Radiant Rare,0,1,2026-08-23,,,,
,Rampardos [Holo] #77,Pokemon Astral Radiance,63,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 077/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Rapidash [Reverse Holo] #22,Pokemon Astral Radiance,26,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 022/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Regidrago #118,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 118/189; Normal; Rare,0,1,2026-08-23,,,,
,Regieleki [Reverse Holo] #51,Pokemon Astral Radiance,29,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 051/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Regigigas [Holo] #130,Pokemon Astral Radiance,37,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 130/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Regirock #75,Pokemon Astral Radiance,22,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 075/189; Normal; Rare,0,1,2026-08-23,,,,
,Registeel [Reverse Holo] #108,Pokemon Astral Radiance,31,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 108/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Rufflet #131,Pokemon Astral Radiance,7,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 131/189; Normal; Common,0,1,2026-08-23,,,,
,Shadow Rider Calyrex VMAX [Holo] #TG30,Pokemon Astral Radiance,381,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; TG30/TG30; Normal Holo; Rare Secret,0,1,2026-08-23,,,,
,Shaymin [Reverse Holo] #14,Pokemon Astral Radiance,42,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 014/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
,Spicy Seasoned Curry #151,Pokemon Astral Radiance,12,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 151/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Stantler #125,Pokemon Astral Radiance,16,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 125/189; Normal; Common,0,1,2026-08-23,,,,
,Stantler [Reverse Holo] #125,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 125/189; Reverse Holo; Common,0,1,2026-08-23,,,,
,Sudowoodo #74,Pokemon Astral Radiance,9,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 074/189; Normal; Common,0,1,2026-08-23,,,,
,Sweet Honey #153,Pokemon Astral Radiance,12,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 153/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Sweet Honey [Reverse Holo] #153,Pokemon Astral Radiance,25,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 153/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Swinub #31,Pokemon Astral Radiance,13,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 031/189; Normal; Common,0,1,2026-08-23,,,,
,Switch Cart #154,Pokemon Astral Radiance,23,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 154/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Switch Cart [Reverse Holo] #154,Pokemon Astral Radiance,39,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 154/189; Reverse Holo; Uncommon,0,1,2026-08-23,,,,
,Togekiss [Holo] #57,Pokemon Astral Radiance,38,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 057/189; Normal Holo; Rare Holo,0,1,2026-08-23,,,,
,Togepi #55,Pokemon Astral Radiance,17,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 055/189; Normal; Common,0,1,2026-08-23,,,,
,Togetic #56,Pokemon Astral Radiance,19,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 056/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Trekking Shoes #156,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 156/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Ursaring #123,Pokemon Astral Radiance,14,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 123/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Uxie #65,Pokemon Astral Radiance,11,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 065/189; Normal; Uncommon,0,1,2026-08-23,,,,
,Vespiquen [Reverse Holo] #12,Pokemon Astral Radiance,20,Ungraded,Normal wear,,From TCGcollector: Astral Radiance; 012/189; Reverse Holo; Rare,0,1,2026-08-23,,,,
